X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset
1262880.4257497787,5030199.085199833,1243312.5856445585,5015523.205120917,1282448.265854999,5044874.965278748,144448,38.21843770550833
1457236.2924499512,5258551.156400204,1437668.452344731,5243875.276321288,1476804.1325551714,5273227.036479119,144448,38.21843770550833
1193081.8871002197,4765835.57945013,1173514.0469949995,4751159.699371215,1212649.72720544,4780511.459529046,144448,38.21843770550833
1146778.889550209,4915264.565299988,1127211.0494449888,4900588.685221072,1166346.7296554293,4929940.445378903,144448,38.21843770550833
1171182.9671001434,5020195.242099762,1151615.1269949232,5005519.362020846,1190750.8072053636,5034871.1221786775,144448,38.21843770550833
1447389.6630001068,5227794.743150234,1427821.8228948866,5213118.863071319,1466957.503105327,5242470.62322915,144448,38.21843770550833
1788020.7114501,5570924.076350212,1768452.8713448797,5556248.196271297,1807588.5515553202,5585599.956429128,144448,38.21843770550833
1980546.9201498032,5710636.418149948,1960979.080044583,5695960.538071033,2000114.7602550234,5725312.298228864,144448,38.21843770550833
1758951.8300499916,5965266.872499943,1739383.9899447714,5950590.992421027,1778519.6701552118,5979942.752578858,144448,38.21843770550833
1860076.6916999817,5670413.522099972,1840508.8515947615,5655737.642021056,1879644.531805202,5685089.402178887,144448,38.21843770550833
1334689.8295001984,5067804.511950016,1315121.9893949782,5053128.6318711005,1354257.6696054186,5082480.3920289315,144448,38.21843770550833
1626474.2683501244,6098868.922100067,1606906.4282449041,6084193.042021152,1646042.1084553446,6113544.802178983,144448,38.21843770550833
1796495.940149784,5591880.911699772,1776928.1000445639,5577205.031620856,1816063.7802550043,5606556.791778687,144448,38.21843770550833
1927920.360350132,5748672.202799797,1908352.5202449118,5733996.322720882,1947488.2004553522,5763348.082878713,144448,38.21843770550833
1827718.414199829,5454625.991700172,1808150.574094609,5439950.111621257,1847286.2543050493,5469301.871779088,144448,38.21843770550833
1774023.230750084,5430611.3181500435,1754455.3906448637,5415935.438071128,1793591.0708553041,5445287.198228959,144448,38.21843770550833
1446701.9390997887,5205627.496449947,1427134.0989945685,5190951.616371032,1466269.7792050089,5220303.376528863,144448,38.21843770550833
1738139.9425001144,5971417.821549892,1718572.1023948942,5956741.941470977,1757707.7826053347,5986093.701628808,144448,38.21843770550833
1491780.9238500595,5317949.4431500435,1472213.0837448393,5303273.563071128,1511348.7639552797,5332625.323228959,144448,38.21843770550833
1414703.5666999817,4970460.112299919,1395135.7265947615,4955784.232221004,1434271.406805202,4985135.992378835,144448,38.21843770550833
1529210.678850174,5155144.270450115,1509642.8387449537,5140468.3903712,1548778.5189553942,5169820.150529031,144448,38.21843770550833
1630418.9065499306,5369132.947000027,1610851.0664447104,5354457.066921111,1649986.7466551508,5383808.827078942,144448,38.21843770550833
1850777.164249897,5445218.700650215,1831209.3241446768,5430542.8205713,1870345.0043551172,5459894.580729131,144448,38.21843770550833
1281095.6871500015,4917495.410850048,1261527.8470447813,4902819.530771133,1300663.5272552217,4932171.290928964,144448,38.21843770550833
1823321.0433001518,5673486.78305006,1803753.2031949316,5658810.902971145,1842888.883405372,5688162.663128976,144448,38.21843770550833
1847490.8102498055,5821949.423999786,1827922.9701445852,5807273.543920871,1867058.6503550257,5836625.304078702,144448,38.21843770550833
1785553.3983998299,5466872.456250191,1765985.5582946097,5452196.576171275,1805121.23850505,5481548.336329106,144448,38.21843770550833
1433719.6128997803,5248854.665450096,1414151.77279456,5234178.785371181,1453287.4530050005,5263530.545529012,144448,38.21843770550833
1554763.2043499947,5230612.467599869,1535195.3642447744,5215936.587520953,1574331.0444552149,5245288.347678784,144448,38.21843770550833
1891999.222700119,5676392.280799866,1872431.3825948988,5661716.40072095,1911567.0628053392,5691068.160878781,144448,38.21843770550833
1301647.6294498444,4964250.462200165,1282079.7893446242,4949574.582121249,1321215.4695550646,4978926.34227908,144448,38.21843770550833
1426674.3259501457,5079038.177599907,1407106.4858449255,5064362.297520991,1446242.166055366,5093714.057678822,144448,38.21843770550833
1325191.5749001503,5164685.660850048,1305623.73479493,5150009.780771133,1344759.4150053705,5179361.540928964,144448,38.21843770550833
1896622.2073998451,5615530.161849976,1877054.367294625,5600854.28177106,1916190.0475050653,5630206.041928891,144448,38.21843770550833
1561413.0742502213,5192200.911200047,1541845.234145001,5177525.031121131,1580980.9143554415,5206876.791278962,144448,38.21843770550833
1969754.664249897,5729676.216300011,1950186.8241446768,5715000.336221095,1989322.5043551172,5744352.096378926,144448,38.21843770550833
1734816.707449913,5994438.822450161,1715248.8673446928,5979762.9423712455,1754384.5475551332,6009114.7025290765,144448,38.21843770550833
1507676.1630997658,5171073.199450016,1488108.3229945456,5156397.3193711005,1527244.003204986,5185749.0795289315,144448,38.21843770550833
1320298.1933999062,4884170.886000156,1300730.353294686,4869495.005921241,1339866.0335051264,4898846.766079072,144448,38.21843770550833
1886360.9085001945,5531515.812600136,1866793.0683949743,5516839.93252122,1905928.7486054148,5546191.692679051,144448,38.21843770550833
1718960.0182499886,5997791.740099907,1699392.1781447683,5983115.860020991,1738527.8583552088,6012467.620178822,144448,38.21843770550833
1875633.778649807,5573008.997550011,1856065.9385445868,5558333.117471095,1895201.6187550272,5587684.877628926,144448,38.21843770550833
1465373.982749939,5183631.215849876,1445806.1426447188,5168955.335770961,1484941.8228551592,5198307.095928792,144448,38.21843770550833
1545756.5938501358,5161712.6572499275,1526188.7537449156,5147036.777171012,1565324.433955356,5176388.537328843,144448,38.21843770550833
1509923.1798501015,5273221.999800205,1490355.3397448813,5258546.11972129,1529491.0199553217,5287897.879879121,144448,38.21843770550833
1662938.8930997849,6046023.629399776,1643371.0529945646,6031347.749320861,1682506.733205005,6060699.509478692,144448,38.21843770550833
1776091.9306998253,5419430.277150154,1756524.090594605,5404754.397071239,1795659.7708050455,5434106.15722907,144448,38.21843770550833
1283407.806550026,4994135.650800228,1263839.9664448057,4979459.770721313,1302975.6466552461,5008811.530879144,144448,38.21843770550833
