X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset
1888279.4737501144,5746885.489449978,1888203.0368747266,5746828.161793437,1888355.9106255022,5746942.817106519,564,0.14929077224166667
1538516.6696500778,5163235.856349945,1538440.23277469,5163178.528693404,1538593.1065254656,5163293.184006486,564,0.14929077224166667
1809370.1520500183,5668258.413099766,1809293.7151746305,5668201.085443225,1809446.588925406,5668315.740756307,564,0.14929077224166667
1367193.649650097,5102928.429950237,1367117.212774709,5102871.102293696,1367270.0865254847,5102985.757606778,564,0.14929077224166667
1466278.2794499397,5118606.5668001175,1466201.842574552,5118549.2391435765,1466354.7163253275,5118663.8944566585,564,0.14929077224166667
1144704.154200077,4925095.687250137,1144627.7173246893,4925038.359593596,1144780.5910754649,4925153.014906678,564,0.14929077224166667
1829266.2039999962,5576431.050749779,1829189.7671246084,5576373.723093238,1829342.640875384,5576488.37840632,564,0.14929077224166667
1865138.5515499115,5617202.3108000755,1865062.1146745237,5617144.9831435345,1865214.9884252993,5617259.638456617,564,0.14929077224166667
1855176.6053500175,5805510.4265499115,1855100.1684746298,5805453.0988933705,1855253.0422254053,5805567.7542064525,564,0.14929077224166667
1425998.6258001328,5142894.246749878,1425922.188924745,5142836.919093337,1426075.0626755205,5142951.574406419,564,0.14929077224166667
1330918.4007501602,5059873.042550087,1330841.9638747724,5059815.714893546,1330994.837625548,5059930.370206628,564,0.14929077224166667
1177402.96600008,4885699.503650188,1177326.5291246923,4885642.175993647,1177479.402875468,4885756.8313067295,564,0.14929077224166667
1745879.6420497894,5679525.452449799,1745803.2051744016,5679468.124793258,1745956.0789251772,5679582.78010634,564,0.14929077224166667
1839828.6760501862,5527912.500050068,1839752.2391747984,5527855.172393527,1839905.112925574,5527969.827706609,564,0.14929077224166667
1893884.206099987,5794788.692200184,1893807.7692245992,5794731.364543643,1893960.6429753748,5794846.019856725,564,0.14929077224166667
1754376.8011498451,5702552.776750088,1754300.3642744573,5702495.449093547,1754453.238025233,5702610.104406629,564,0.14929077224166667
1979126.1550498009,5700655.530950069,1979049.718174413,5700598.203293528,1979202.5919251887,5700712.85860661,564,0.14929077224166667
1663559.511950016,5351233.220200062,1663483.0750746282,5351175.892543521,1663635.9488254038,5351290.547856603,564,0.14929077224166667
1258607.1616997719,4859993.491549969,1258530.724824384,4859936.163893428,1258683.5985751597,4860050.81920651,564,0.14929077224166667
1822185.2909002304,5684634.104249954,1822108.8540248426,5684576.776593413,1822261.7277756182,5684691.431906495,564,0.14929077224166667
1566879.5948500633,5238497.182050228,1566803.1579746755,5238439.854393687,1566956.0317254511,5238554.509706769,564,0.14929077224166667
1619034.448750019,5400526.306650162,1618958.0118746313,5400468.978993621,1619110.8856254069,5400583.634306703,564,0.14929077224166667
1746449.2501502037,5711543.191450119,1746372.813274816,5711485.863793578,1746525.6870255915,5711600.51910666,564,0.14929077224166667
1235786.6295499802,5002356.147649765,1235710.1926745924,5002298.819993224,1235863.066425368,5002413.475306306,564,0.14929077224166667
1744910.0996499062,5997455.167449951,1744833.6627745184,5997397.83979341,1744986.536525294,5997512.495106492,564,0.14929077224166667
1162071.4974498749,4878509.061200142,1161995.060574487,4878451.733543601,1162147.9343252627,4878566.388856683,564,0.14929077224166667
1939355.9291000366,5695881.274750233,1939279.4922246488,5695823.947093692,1939432.3659754244,5695938.602406774,564,0.14929077224166667
1237380.179599762,5027282.4145998955,1237303.7427243742,5027225.086943354,1237456.6164751498,5027339.7422564365,564,0.14929077224166667
1745362.3571500778,5955034.7257499695,1745285.92027469,5954977.398093428,1745438.7940254656,5955092.0534065105,564,0.14929077224166667
1603615.521299839,5246453.100550175,1603539.0844244512,5246395.772893634,1603691.9581752268,5246510.428206716,564,0.14929077224166667
1829086.3874502182,5703519.723400116,1829009.9505748304,5703462.395743575,1829162.824325606,5703577.051056657,564,0.14929077224166667
1776297.554599762,5703699.5515499115,1776221.1177243742,5703642.2238933705,1776373.9914751498,5703756.8792064525,564,0.14929077224166667
1678240.5501999855,5354428.206399918,1678164.1133245977,5354370.878743377,1678316.9870753733,5354485.534056459,564,0.14929077224166667
1717797.4180002213,6079210.2739501,1717720.9811248335,6079152.946293559,1717873.854875609,6079267.601606641,564,0.14929077224166667
1419126.7185502052,4990355.202050209,1419050.2816748174,4990297.874393668,1419203.155425593,4990412.52970675,564,0.14929077224166667
1420653.800499916,5228790.140999794,1420577.3636245283,5228732.813343253,1420730.2373753039,5228847.468656335,564,0.14929077224166667
1505252.4546499252,5223617.232900143,1505176.0177745374,5223559.905243602,1505328.891525313,5223674.560556684,564,0.14929077224166667
1320727.8826498985,4932810.832600117,1320651.4457745107,4932753.504943576,1320804.3195252863,4932868.160256658,564,0.14929077224166667
1281398.3382501602,4854165.963550091,1281321.9013747724,4854108.63589355,1281474.775125548,4854223.291206632,564,0.14929077224166667
1223694.2048501968,4882996.800799847,1223617.767974809,4882939.473143306,1223770.6417255846,4883054.128456388,564,0.14929077224166667
1946051.287250042,5795409.612649918,1945974.8503746542,5795352.284993377,1946127.7241254298,5795466.940306459,564,0.14929077224166667
1755183.3777999878,5662228.550600052,1755106.9409246,5662171.222943511,1755259.8146753756,5662285.878256593,564,0.14929077224166667
