X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset
1880815.7097001076,5639857.8095498085,1724272.98885821,5522450.768918386,2037358.4305420052,5757264.850181231,1155581,305.74750164433124
1291608.744750023,5137655.8028001785,1135066.0239081252,5020248.762168756,1448151.4655919205,5255062.843431601,1155581,305.74750164433124
1406696.5243501663,4962344.846899986,1250153.8035082687,4844937.8062685635,1563239.245192064,5079751.887531409,1155581,305.74750164433124
1320830.7590498924,5131578.134250164,1164288.0382079948,5014171.093618741,1477373.47989179,5248985.174881587,1155581,305.74750164433124
1990008.4376001358,5700425.394949913,1833465.7167582382,5583018.35431849,2146551.1584420335,5817832.435581336,1155581,305.74750164433124
1885001.0321497917,5536256.271249771,1728458.311307894,5418849.230618348,2041543.7529916894,5653663.311881194,1155581,305.74750164433124
1529953.6759500504,5228939.194399834,1373410.9551081527,5111532.153768411,1686496.396791948,5346346.235031256,1155581,305.74750164433124
2023672.659599781,5704183.668250084,1867129.9387578834,5586776.627618661,2180215.3804416787,5821590.708881507,1155581,305.74750164433124
1920938.5367498398,5653272.303349972,1764395.8159079421,5535865.262718549,2077481.2575917374,5770679.343981395,1155581,305.74750164433124
1832358.9338998795,5486449.3128499985,1675816.2130579818,5369042.272218576,1988901.654741777,5603856.353481421,1155581,305.74750164433124
1780002.732600212,5595602.443399906,1623460.0117583144,5478195.402768483,1936545.4534421097,5713009.484031329,1155581,305.74750164433124
1867864.6827001572,5494941.511400223,1711321.9618582595,5377534.4707688,2024407.4035420548,5612348.552031646,1155581,305.74750164433124
1228052.6222000122,4982412.665550232,1071509.9013581146,4865005.624918809,1384595.3430419099,5099819.706181655,1155581,305.74750164433124
1386721.0443000793,5174730.729750156,1230178.3234581817,5057323.689118734,1543263.765141977,5292137.770381579,1155581,305.74750164433124
1933968.1372499466,5689048.594649792,1777425.416408049,5571641.554018369,2090510.8580918442,5806455.6352812145,1155581,305.74750164433124
1990613.2782001495,5777773.201049805,1834070.557358252,5660366.160418382,2147155.999042047,5895180.241681227,1155581,305.74750164433124
1455338.585700035,5215090.510849953,1298795.8648581374,5097683.47021853,1611881.3065419327,5332497.5514813755,1155581,305.74750164433124
1840626.7311501503,5628178.556550026,1684084.0103082526,5510771.515918603,1997169.451992048,5745585.597181449,1155581,305.74750164433124
1160642.1405501366,4937272.797699928,1004099.4197082389,4819865.7570685055,1317184.8613920342,5054679.838331351,1155581,305.74750164433124
1769064.865749836,5805423.073699951,1612522.1449079383,5688016.033068528,1925607.5865917336,5922830.114331374,1155581,305.74750164433124
