X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset
1925107.6778998375,5619420.90500021,1925069.4594621437,5619392.241171939,1925145.8963375313,5619449.56882848,282,0.07464538612083334
2068245.750050068,5824187.9541502,2068207.5316123741,5824159.290321929,2068283.9684877617,5824216.61797847,282,0.07464538612083334
1731520.81524992,6014596.5302500725,1731482.596812226,6014567.866421802,1731559.0336876137,6014625.194078343,282,0.07464538612083334
1803365.8242001534,5804142.656300068,1803327.6057624596,5804113.992471797,1803404.0426378471,5804171.320128338,282,0.07464538612083334
1430568.7037501335,5052918.1565999985,1430530.4853124397,5052889.492771728,1430606.9221878273,5052946.820428269,282,0.07464538612083334
1824212.9596500397,5477608.182400227,1824174.741212346,5477579.518571956,1824251.1780877335,5477636.846228497,282,0.07464538612083334
1441509.7735500336,5230601.691899776,1441471.5551123398,5230573.028071506,1441547.9919877273,5230630.355728047,282,0.07464538612083334
1755732.750050068,5639876.41079998,1755694.5316123741,5639847.74697171,1755770.9684877617,5639905.074628251,282,0.07464538612083334
1844792.9439501762,5502411.983500004,1844754.7255124825,5502383.319671733,1844831.16238787,5502440.647328274,282,0.07464538612083334
1280514.5236001015,4935992.528850079,1280476.3051624077,4935963.865021808,1280552.7420377953,4936021.192678349,282,0.07464538612083334
1601858.601650238,6146850.69630003,1601820.3832125443,6146822.032471759,1601896.8200879318,6146879.3601283,282,0.07464538612083334
1998219.5156998634,5670182.558300018,1998181.2972621697,5670153.894471748,1998257.7341375572,5670211.222128289,282,0.07464538612083334
1783660.527999878,5426277.1466498375,1783622.3095621841,5426248.482821567,1783698.7464375717,5426305.810478108,282,0.07464538612083334
1337887.9990501404,5037675.798049927,1337849.7806124466,5037647.134221656,1337926.2174878342,5037704.461878197,282,0.07464538612083334
1672345.487349987,5656724.97879982,1672307.2689122932,5656696.314971549,1672383.7057876808,5656753.64262809,282,0.07464538612083334
1614631.9502501488,5303242.298950195,1614593.731812455,5303213.635121925,1614670.1686878426,5303270.962778466,282,0.07464538612083334
1174453.0879998207,4924629.944149971,1174414.869562127,4924601.2803217005,1174491.3064375145,4924658.6079782415,282,0.07464538612083334
1718450.6577501297,6061419.392350197,1718412.439312436,6061390.728521926,1718488.8761878235,6061448.056178467,282,0.07464538612083334
1547695.3148999214,5339486.531350136,1547657.0964622276,5339457.867521865,1547733.5333376152,5339515.195178406,282,0.07464538612083334
1778072.6179499626,5732634.214149952,1778034.3995122688,5732605.550321681,1778110.8363876564,5732662.877978222,282,0.07464538612083334
1925943.5155000687,5637282.973149776,1925905.297062375,5637254.309321506,1925981.7339377624,5637311.636978047,282,0.07464538612083334
1557324.8702998161,5370831.672299862,1557286.6518621224,5370803.008471591,1557363.08873751,5370860.336128132,282,0.07464538612083334
1609265.3475999832,5317964.073750019,1609227.1291622894,5317935.409921749,1609303.566037677,5317992.73757829,282,0.07464538612083334
1549930.8549499512,5457594.720149994,1549892.6365122574,5457566.056321723,1549969.073387645,5457623.383978264,282,0.07464538612083334
1593366.3110499382,5467914.446050167,1593328.0926122444,5467885.782221897,1593404.529487632,5467943.109878438,282,0.07464538612083334
1345678.9185500145,5127115.217400074,1345640.7001123207,5127086.5535718035,1345717.1369877083,5127143.8812283445,282,0.07464538612083334
1765554.742650032,5846745.48514986,1765516.5242123383,5846716.82132159,1765592.9610877258,5846774.148978131,282,0.07464538612083334
2053407.1922001839,5750836.840499878,2053368.97376249,5750808.176671607,2053445.4106378776,5750865.504328148,282,0.07464538612083334
1228891.5800499916,4874265.786349773,1228853.3616122978,4874237.122521503,1228929.7984876854,4874294.450178044,282,0.07464538612083334
1419926.8478999138,5013277.123449802,1419888.62946222,5013248.459621532,1419965.0663376076,5013305.787278073,282,0.07464538612083334
1993945.7708001137,5741413.876399994,1993907.55236242,5741385.212571723,1993983.9892378075,5741442.540228264,282,0.07464538612083334
1853705.0380501747,5624628.764649868,1853666.819612481,5624600.1008215975,1853743.2564878685,5624657.4284781385,282,0.07464538612083334
