X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset
1973243.166150093,5683651.851500034,1963459.246097483,5676313.911460577,1983027.0862027032,5690989.791539492,72224,19.109218852754164
1889024.7930998802,5700105.222549915,1879240.87304727,5692767.282510458,1898808.7131524903,5707443.162589373,72224,19.109218852754164
1328411.9489498138,4910116.526299953,1318628.0288972037,4902778.586260496,1338195.869002424,4917454.466339411,72224,19.109218852754164
2008577.6020002365,5725573.162099838,1998793.6819476264,5718235.2220603805,2018361.5220528466,5732911.102139296,72224,19.109218852754164
1367008.7105498314,5084950.69754982,1357224.7904972213,5077612.757510362,1376792.6306024415,5092288.637589278,72224,19.109218852754164
2037025.8028497696,5790094.956399918,2027241.8827971595,5782757.01636046,2046809.7229023797,5797432.896439375,72224,19.109218852754164
1673576.0596499443,5475839.389150143,1663792.1395973342,5468501.449110685,1683359.9797025544,5483177.3291896,72224,19.109218852754164
1940173.2010002136,5694488.7715501785,1930389.2809476035,5687150.831510721,1949957.1210528237,5701826.711589636,72224,19.109218852754164
1845464.6880998611,5467379.268750191,1835680.768047251,5460041.328710733,1855248.6081524712,5474717.2087896485,72224,19.109218852754164
1345239.978000164,4910586.197050095,1335456.057947554,4903248.257010637,1355023.8980527741,4917924.137089552,72224,19.109218852754164
1212983.9941000938,5075625.846899986,1203200.0740474837,5068287.9068605285,1222767.914152704,5082963.786939444,72224,19.109218852754164
1289811.279900074,5110860.211949825,1280027.359847464,5103522.2719103675,1299595.199952684,5118198.151989283,72224,19.109218852754164
1637141.3541998863,5347430.142799854,1627357.4341472762,5340092.2027603965,1646925.2742524964,5354768.082839312,72224,19.109218852754164
1444553.3434500694,5264382.250549793,1434769.4233974593,5257044.3105103355,1454337.2635026795,5271720.190589251,72224,19.109218852754164
1392214.1757497787,5150844.3088002205,1382430.2556971686,5143506.368760763,1401998.0958023889,5158182.248839678,72224,19.109218852754164
1384406.3607997894,5095799.883450031,1374622.4407471793,5088461.9434105735,1394190.2808523995,5103137.823489489,72224,19.109218852754164
