X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset
1777929.9804000854,5618965.953649998,1773038.0203737803,5615296.983630269,1782821.9404263906,5622634.923669727,36112,9.554609426377082
1464952.6983499527,5310784.597350121,1460060.7383236475,5307115.627330392,1469844.6583762579,5314453.567369849,36112,9.554609426377082
1379821.4475002289,5222840.189899921,1374929.4874739237,5219171.219880193,1384713.407526534,5226509.15991965,36112,9.554609426377082
1669684.2498998642,5413019.876100063,1664792.289873559,5409350.906080334,1674576.2099261694,5416688.846119792,36112,9.554609426377082
1336033.3215498924,4970337.347650051,1331141.3615235873,4966668.377630322,1340925.2815761976,4974006.31766978,36112,9.554609426377082
1491967.1539502144,5320500.159249783,1487075.1939239092,5316831.189230054,1496859.1139765196,5324169.129269511,36112,9.554609426377082
1543794.7848000526,5233445.2849497795,1538902.8247737475,5229776.314930051,1548686.7448263578,5237114.254969508,36112,9.554609426377082
1736239.891600132,5937244.723249912,1731347.9315738268,5933575.753230183,1741131.8516264372,5940913.693269641,36112,9.554609426377082
1507416.4759998322,5179611.021500111,1502524.515973527,5175942.051480382,1512308.4360261373,5183279.9915198395,36112,9.554609426377082
1685959.6512999535,5663991.22784996,1681067.6912736483,5660322.257830231,1690851.6113262586,5667660.197869689,36112,9.554609426377082
1854769.1851501465,5575396.026050091,1849877.2251238413,5571727.056030362,1859661.1451764517,5579064.99606982,36112,9.554609426377082
1287833.4330000877,5032964.267049789,1282941.4729737826,5029295.297030061,1292725.393026393,5036633.237069518,36112,9.554609426377082
1449003.0019497871,5188937.723899841,1444111.041923482,5185268.753880112,1453894.9619760923,5192606.69391957,36112,9.554609426377082
1245688.8959498405,4916683.745850086,1240796.9359235354,4913014.775830357,1250580.8559761457,4920352.715869815,36112,9.554609426377082
1596293.7229499817,5263274.597149849,1591401.7629236765,5259605.62713012,1601185.6829762869,5266943.567169578,36112,9.554609426377082
2006179.572450161,5670490.021450043,2001287.6124238558,5666821.051430314,2011071.5324764661,5674158.991469772,36112,9.554609426377082
1196535.4850001335,5070167.792900085,1191643.5249738283,5066498.822880357,1201427.4450264387,5073836.762919814,36112,9.554609426377082
1302932.9522500038,5033451.352799892,1298040.9922236986,5029782.382780164,1307824.912276309,5037120.322819621,36112,9.554609426377082
1919663.5971999168,5588307.672749996,1914771.6371736117,5584638.702730267,1924555.557226222,5591976.642769725,36112,9.554609426377082
1502350.5356998444,5139873.147850037,1497458.5756735392,5136204.177830308,1507242.4957261495,5143542.1178697655,36112,9.554609426377082
1458393.1421999931,5091842.932050228,1453501.182173688,5088173.962030499,1463285.1022262983,5095511.902069957,36112,9.554609426377082
1682338.1085000038,5470542.031099796,1677446.1484736986,5466873.061080067,1687230.068526309,5474211.001119525,36112,9.554609426377082
1267746.0303997993,5064154.752200127,1262854.0703734942,5060485.782180398,1272637.9904261045,5067823.7222198555,36112,9.554609426377082
1373672.3273501396,5082773.776500225,1368780.3673238344,5079104.806480496,1378564.2873764448,5086442.746519954,36112,9.554609426377082
1484464.4505500793,5324962.201900005,1479572.4905237742,5321293.231880276,1489356.4105763845,5328631.171919734,36112,9.554609426377082
1851613.7324500084,5589733.30614996,1846721.7724237032,5586064.336130231,1856505.6924763136,5593402.276169688,36112,9.554609426377082
1835289.405600071,5798556.822949886,1830397.4455737658,5794887.852930157,1840181.3656263761,5802225.792969615,36112,9.554609426377082
