X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset
1793335.0980000496,5558056.459199905,1792112.1079934395,5557139.216694947,1794558.0880066596,5558973.701704863,9028,2.3886523566604163
1746111.7631001472,5728951.642650127,1744888.7730935372,5728034.400145169,1747334.7531067573,5729868.8851550855,9028,2.3886523566604163
1806256.2886500359,5618961.420750141,1805033.2986434258,5618044.178245183,1807479.278656646,5619878.663255099,9028,2.3886523566604163
1773474.5268502235,5612032.2164001465,1772251.5368436135,5611114.973895188,1774697.5168568336,5612949.458905105,9028,2.3886523566604163
2048074.6873998642,5726015.566349983,2046851.6973932541,5725098.323845025,2049297.6774064742,5726932.808854941,9028,2.3886523566604163
1768763.6306500435,5661960.769599915,1767540.6406434334,5661043.5270949565,1769986.6206566535,5662878.012104873,9028,2.3886523566604163
1449307.655600071,5146346.67869997,1448084.665593461,5145429.436195012,1450530.645606681,5147263.921204928,9028,2.3886523566604163
1509354.8222999573,5385446.8706998825,1508131.8322933472,5384529.628194924,1510577.8123065673,5386364.113204841,9028,2.3886523566604163
1397946.3333997726,4925124.272699833,1396723.3433931626,4924207.030194875,1399169.3234063827,4926041.515204791,9028,2.3886523566604163
1984085.8910999298,5767604.415400028,1982862.9010933198,5766687.17289507,1985308.8811065399,5768521.657904986,9028,2.3886523566604163
1856936.384399891,5539030.453700066,1855713.3943932808,5538113.211195108,1858159.374406501,5539947.696205024,9028,2.3886523566604163
1830016.2961001396,5875144.353000164,1828793.3060935296,5874227.110495206,1831239.2861067497,5876061.595505122,9028,2.3886523566604163
1362173.770599842,5135569.982649803,1360950.780593232,5134652.740144845,1363396.7606064521,5136487.225154761,9028,2.3886523566604163
1607782.5181999207,5250037.999149799,1606559.5281933106,5249120.756644841,1609005.5082065307,5250955.241654757,9028,2.3886523566604163
1230625.3049001694,5070225.673699856,1229402.3148935593,5069308.431194898,1231848.2949067794,5071142.916204814,9028,2.3886523566604163
1259615.0244002342,4833257.848350048,1258392.0343936242,4832340.60584509,1260838.0144068443,4834175.090855006,9028,2.3886523566604163
1629984.8094501495,6104689.903450012,1628761.8194435395,6103772.660945054,1631207.7994567596,6105607.14595497,9028,2.3886523566604163
1815851.605000019,5732481.977399826,1814628.614993409,5731564.734894868,1817074.5950066291,5733399.219904784,9028,2.3886523566604163
1803678.2397499084,5452444.346950054,1802455.2497432984,5451527.104445096,1804901.2297565185,5453361.589455012,9028,2.3886523566604163
1836811.367000103,5693181.711249828,1835588.376993493,5692264.46874487,1838034.357006713,5694098.953754786,9028,2.3886523566604163
1792657.066549778,5666561.515550137,1791434.076543168,5665644.2730451785,1793880.056556388,5667478.758055095,9028,2.3886523566604163
1573504.1708498,5223182.72300005,1572281.18084319,5222265.4804950915,1574727.1608564102,5224099.965505008,9028,2.3886523566604163
2051405.2428498268,5715831.961400032,2050182.2528432168,5714914.718895074,2052628.2328564369,5716749.20390499,9028,2.3886523566604163
1634730.9191999435,5309232.906099796,1633507.9291933335,5308315.663594838,1635953.9092065536,5310150.148604754,9028,2.3886523566604163
1394548.3465499878,5202347.866350174,1393325.3565433777,5201430.623845216,1395771.3365565978,5203265.108855132,9028,2.3886523566604163
1596928.1300001144,5442576.626049995,1595705.1399935044,5441659.383545037,1598151.1200067245,5443493.8685549535,9028,2.3886523566604163
1313352.9083499908,5114933.004099846,1312129.9183433808,5114015.761594888,1314575.898356601,5115850.246604804,9028,2.3886523566604163
1297755.618299961,5115214.692100048,1296532.628293351,5114297.44959509,1298978.6083065711,5116131.934605006,9028,2.3886523566604163
1685062.6843500137,6026126.835050106,1683839.6943434037,6025209.592545148,1686285.6743566238,6027044.077555064,9028,2.3886523566604163
1533928.196199894,5251304.736199856,1532705.206193284,5250387.493694898,1535151.186206504,5252221.978704814,9028,2.3886523566604163
1926772.3818998337,5578604.131450176,1925549.3918932236,5577686.888945218,1927995.3719064437,5579521.373955134,9028,2.3886523566604163
1262087.6705999374,4842479.242549896,1260864.6805933274,4841562.000044938,1263310.6606065475,4843396.485054854,9028,2.3886523566604163
1139502.1049499512,4959030.560100079,1138279.1149433411,4958113.3175951205,1140725.0949565612,4959947.802605037,9028,2.3886523566604163
1305588.3292498589,4979845.6293001175,1304365.3392432488,4978928.386795159,1306811.319256469,4980762.871805076,9028,2.3886523566604163
1665628.9964499474,6076913.059500217,1664406.0064433373,6075995.816995259,1666851.9864565574,6077830.3020051755,9028,2.3886523566604163
1383275.0373997688,5161027.245299816,1382052.0473931588,5160110.002794858,1384498.0274063789,5161944.487804774,9028,2.3886523566604163
1570641.1268501282,5381493.438300133,1569418.1368435181,5380576.195795175,1571864.1168567382,5382410.680805091,9028,2.3886523566604163
1793553.3027501106,5879025.414700031,1792330.3127435006,5878108.172195073,1794776.2927567207,5879942.657204989,9028,2.3886523566604163
1572892.4285001755,5183321.352200031,1571669.4384935654,5182404.109695073,1574115.4185067855,5184238.594704989,9028,2.3886523566604163
1390393.7245998383,4927921.340950012,1389170.7345932282,4927004.098445054,1391616.7146064483,4928838.58345497,9028,2.3886523566604163
1417446.0993499756,5024385.429450035,1416223.1093433655,5023468.186945077,1418669.0893565856,5025302.671954993,9028,2.3886523566604163
1725519.9070501328,5633707.967000008,1724296.9170435227,5632790.72449505,1726742.8970567428,5634625.209504966,9028,2.3886523566604163
1457158.2399001122,5155453.701749802,1455935.249893502,5154536.459244844,1458381.2299067222,5156370.94425476,9028,2.3886523566604163
1420365.5769500732,5218607.3527498245,1419142.5869434632,5217690.110244866,1421588.5669566833,5219524.595254783,9028,2.3886523566604163
1467632.4850997925,5144768.1113500595,1466409.4950931824,5143850.868845101,1468855.4751064025,5145685.353855018,9028,2.3886523566604163
1265075.999350071,4873188.159500122,1263853.009343461,4872270.916995164,1266298.989356681,4874105.40200508,9028,2.3886523566604163
1137387.3006501198,4941525.362150192,1136164.3106435097,4940608.119645234,1138610.2906567298,4942442.60465515,9028,2.3886523566604163
1553085.8859000206,5231348.561049938,1551862.8958934105,5230431.31854498,1554308.8759066307,5232265.803554896,9028,2.3886523566604163
1246631.1966500282,4914893.622600079,1245408.2066434182,4913976.3800951205,1247854.1866566383,4915810.865105037,9028,2.3886523566604163
1348714.1100001335,5187326.723999977,1347491.1199935235,5186409.481495019,1349937.1000067436,5188243.966504935,9028,2.3886523566604163
1806564.9573497772,5448278.987800121,1805341.9673431672,5447361.745295163,1807787.9473563873,5449196.230305079,9028,2.3886523566604163
1798876.9829001427,5743750.28455019,1797653.9928935326,5742833.042045232,1800099.9729067527,5744667.527055148,9028,2.3886523566604163
1722151.6447501183,5616428.5787501335,1720928.6547435082,5615511.336245175,1723374.6347567283,5617345.821255092,9028,2.3886523566604163
1358945.3359498978,5037798.035950184,1357722.3459432877,5036880.793445226,1360168.3259565078,5038715.278455142,9028,2.3886523566604163
