X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset
2001996.781949997,5782259.467150211,2001843.9081992216,5782144.811837129,2002149.6557007723,5782374.122463293,1128,0.29858154448333335
1579485.3654999733,5452447.504350185,1579332.491749198,5452332.849037103,1579638.2392507487,5452562.159663267,1128,0.29858154448333335
1937611.3757500648,5702846.444250107,1937458.5019992895,5702731.788937025,1937764.2495008402,5702961.099563189,1128,0.29858154448333335
1594708.4218502045,5235813.635650158,1594555.548099429,5235698.980337076,1594861.2956009798,5235928.29096324,1128,0.29858154448333335
1350257.7916002274,4970800.380199909,1350104.917849452,4970685.724886827,1350410.6653510027,4970915.035512991,1128,0.29858154448333335
1254528.0787501335,4869713.139200211,1254375.2049993582,4869598.4838871285,1254680.9525009089,4869827.794513293,1128,0.29858154448333335
1826540.6324000359,5927621.867099762,1826387.7586492605,5927507.21178668,1826693.5061508112,5927736.522412844,1128,0.29858154448333335
1729790.5503997803,5978821.309100151,1729637.676649005,5978706.653787069,1729943.4241505556,5978935.964413233,1128,0.29858154448333335
1905232.8346500397,5639201.345849991,1905079.9608992643,5639086.690536909,1905385.708400815,5639316.001163073,1128,0.29858154448333335
1498549.1997499466,5249009.438700199,1498396.3259991712,5248894.783387117,1498702.073500722,5249124.094013281,1128,0.29858154448333335
1113408.7857999802,4881145.667850018,1113255.9120492048,4881031.0125369355,1113561.6595507555,4881260.3231631,1128,0.29858154448333335
1342831.9330501556,5131337.307199955,1342679.0592993803,5131222.651886873,1342984.806800931,5131451.962513037,1128,0.29858154448333335
1512020.1440501213,5254838.506249905,1511867.270299346,5254723.850936823,1512173.0178008967,5254953.161562987,1128,0.29858154448333335
1545296.3980998993,5474428.916399956,1545143.524349124,5474314.261086874,1545449.2718506746,5474543.571713038,1128,0.29858154448333335
1361618.7842001915,5020922.36164999,1361465.9104494161,5020807.706336908,1361771.6579509669,5021037.016963072,1128,0.29858154448333335
1226079.8223500252,4921505.246049881,1225926.9485992498,4921390.590736799,1226232.6961008005,4921619.901362963,1128,0.29858154448333335
1805236.4770498276,5452859.579899788,1805083.6032990522,5452744.924586706,1805389.350800603,5452974.23521287,1128,0.29858154448333335
2040767.496650219,5756165.45389986,2040614.6228994436,5756050.798586778,2040920.3704009943,5756280.109212942,1128,0.29858154448333335
1254241.2222499847,4927163.970799923,1254088.3484992094,4927049.315486841,1254394.09600076,4927278.626113005,1128,0.29858154448333335
1788277.8664999008,5717359.731850147,1788124.9927491255,5717245.076537065,1788430.7402506762,5717474.387163229,1128,0.29858154448333335
1937222.5979499817,5665452.375599861,1937069.7241992063,5665337.720286779,1937375.471700757,5665567.030912943,1128,0.29858154448333335
1474210.7815999985,5101202.690149784,1474057.9078492231,5101088.034836702,1474363.6553507738,5101317.345462866,1128,0.29858154448333335
1657332.2279500961,5347108.100599766,1657179.3541993208,5346993.445286684,1657485.1017008715,5347222.755912848,1128,0.29858154448333335
1864218.3343000412,5590870.167399883,1864065.4605492658,5590755.512086801,1864371.2080508166,5590984.822712965,1128,0.29858154448333335
1981609.8587999344,5761769.019849777,1981456.985049159,5761654.364536695,1981762.7325507097,5761883.675162859,1128,0.29858154448333335
1331554.499300003,4995646.371600151,1331401.6255492277,4995531.716287069,1331707.3730507784,4995761.026913233,1128,0.29858154448333335
1537623.077799797,5419581.795400143,1537470.2040490217,5419467.140087061,1537775.9515505724,5419696.450713225,1128,0.29858154448333335
1410247.3446998596,5132673.282999992,1410094.4709490843,5132558.62768691,1410400.218450635,5132787.938313074,1128,0.29858154448333335
1734972.7210998535,6049872.340750217,1734819.8473490782,6049757.685437135,1735125.5948506289,6049986.9960632995,1128,0.29858154448333335
1167123.3762497902,5010935.195300102,1166970.5024990148,5010820.53998702,1167276.2500005655,5011049.850613184,1128,0.29858154448333335
2044304.946050167,5765919.8400502205,2044152.0722993917,5765805.184737138,2044457.8198009424,5766034.4953633025,1128,0.29858154448333335
1661241.0061998367,5403237.65019989,1661088.1324490614,5403122.994886808,1661393.879950612,5403352.305512972,1128,0.29858154448333335
1761693.1404500008,5449480.690649986,1761540.2666992254,5449366.035336904,1761846.0142007761,5449595.345963068,1128,0.29858154448333335
1833785.4492502213,5541701.757450104,1833632.575499446,5541587.102137022,1833938.3230009966,5541816.412763186,1128,0.29858154448333335
1376658.1674499512,4917962.802050114,1376505.2936991758,4917848.146737032,1376811.0412007265,4918077.457363196,1128,0.29858154448333335
1672482.3986501694,5336365.978000164,1672329.524899394,5336251.322687082,1672635.2724009447,5336480.633313246,1128,0.29858154448333335
1399445.375050068,4998586.398650169,1399292.5012992925,4998471.743337087,1399598.2488008433,4998701.053963251,1128,0.29858154448333335
1515475.8731999397,5292836.644350052,1515322.9994491644,5292721.98903697,1515628.746950715,5292951.299663134,1128,0.29858154448333335
1456116.8618998528,5106878.62954998,1455963.9881490774,5106763.974236898,1456269.735650628,5106993.284863062,1128,0.29858154448333335
1574186.1839499474,5191107.98059988,1574033.310199172,5190993.325286798,1574339.0577007227,5191222.635912962,1128,0.29858154448333335
2026314.2793002129,5768756.302299976,2026161.4055494375,5768641.646986894,2026467.1530509882,5768870.957613058,1128,0.29858154448333335
1348770.3428001404,5181564.571050167,1348617.469049365,5181449.915737085,1348923.2165509157,5181679.226363249,1128,0.29858154448333335
1775588.8155999184,5793212.487500191,1775435.941849143,5793097.832187109,1775741.6893506937,5793327.142813273,1128,0.29858154448333335
1390824.1192002296,5016267.591800213,1390671.2454494543,5016152.936487131,1390976.992951005,5016382.247113295,1128,0.29858154448333335
1780091.8764500618,5856859.104450226,1779939.0026992864,5856744.449137144,1780244.7502008372,5856973.759763308,1128,0.29858154448333335
1355638.0222997665,4967808.838799953,1355485.1485489912,4967694.183486871,1355790.896050542,4967923.4941130355,1128,0.29858154448333335
1807962.3214502335,5551541.249750137,1807809.447699458,5551426.594437055,1808115.1952010088,5551655.905063219,1128,0.29858154448333335
1736496.724699974,5670777.493450165,1736343.8509491987,5670662.838137083,1736649.5984507494,5670892.148763247,1128,0.29858154448333335
1777994.3888998032,5785842.030200005,1777841.5151490278,5785727.374886923,1778147.2626505785,5785956.685513087,1128,0.29858154448333335
1701139.4013500214,5630080.841700077,1700986.527599246,5629966.186386995,1701292.2751007967,5630195.497013159,1128,0.29858154448333335
1584344.998600006,5327708.446800232,1584192.1248492307,5327593.79148715,1584497.8723507815,5327823.102113314,1128,0.29858154448333335
