X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset
1540699.0927500725,5170083.411349773,1540087.597746835,5169624.790097346,1541310.5877533099,5170542.032602201,4514,1.1943261781979164
1452928.945449829,5111917.583049774,1452317.4504465917,5111458.961797346,1453540.4404530665,5112376.204302202,4514,1.1943261781979164
1834823.326499939,5696429.168300152,1834211.8314967016,5695970.547047724,1835434.8215031764,5696887.78955258,4514,1.1943261781979164
1774062.115099907,5420959.854650021,1773450.6200966695,5420501.233397593,1774673.6101031443,5421418.475902448,4514,1.1943261781979164
1815425.9650502205,5877048.460249901,1814814.470046983,5876589.838997473,1816037.4600534579,5877507.081502329,4514,1.1943261781979164
1501591.5837497711,5221266.559100151,1500980.0887465337,5220807.937847723,1502203.0787530085,5221725.180352579,4514,1.1943261781979164
1822393.9271998405,5982640.960849762,1821782.4321966032,5982182.339597334,1823005.422203078,5983099.58210219,4514,1.1943261781979164
1574470.0222501755,5513622.622550011,1573858.527246938,5513164.001297583,1575081.5172534129,5514081.2438024385,4514,1.1943261781979164
1756211.1311998367,5630358.306950092,1755599.6361965993,5629899.6856976645,1756822.6262030741,5630816.92820252,4514,1.1943261781979164
1324590.7735500336,5025136.162099838,1323979.2785467962,5024677.54084741,1325202.268553271,5025594.783352266,4514,1.1943261781979164
1804634.640349865,5588707.892250061,1804023.1453466276,5588249.270997633,1805246.1353531023,5589166.513502489,4514,1.1943261781979164
1584618.2857999802,5264826.8121500015,1584006.7907967428,5264368.190897574,1585229.7808032176,5265285.433402429,4514,1.1943261781979164
1195945.6475000381,5027911.022299767,1195334.1524968008,5027452.401047339,1196557.1425032755,5028369.643552194,4514,1.1943261781979164
1307126.4522500038,4931950.80369997,1306514.9572467664,4931492.182447542,1307737.9472532412,4932409.424952398,4514,1.1943261781979164
1289731.6071500778,4834269.997499943,1289120.1121468404,4833811.376247515,1290343.1021533152,4834728.618752371,4514,1.1943261781979164
1639124.004000187,5435662.999849796,1638512.5089969495,5435204.3785973685,1639735.4990034243,5436121.621102224,4514,1.1943261781979164
1811361.1869997978,5634057.970799923,1810749.6919965604,5633599.349547495,1811972.6820030352,5634516.592052351,4514,1.1943261781979164
1503646.7734999657,5232532.398900032,1503035.2784967283,5232073.777647604,1504258.268503203,5232991.02015246,4514,1.1943261781979164
1541997.6918001175,5269909.837600231,1541386.19679688,5269451.216347803,1542609.1868033549,5270368.458852659,4514,1.1943261781979164
1534641.0145998,5237776.100550175,1534029.5195965627,5237317.479297747,1535252.5096030375,5238234.7218026025,4514,1.1943261781979164
1876770.1001501083,5713386.107349873,1876158.605146871,5712927.486097445,1877381.5951533457,5713844.7286023,4514,1.1943261781979164
1773137.1652002335,5442581.71325016,1772525.670196996,5442123.091997732,1773748.6602034708,5443040.334502588,4514,1.1943261781979164
1785230.198750019,5675059.156400204,1784618.7037467817,5674600.535147776,1785841.6937532565,5675517.7776526315,4514,1.1943261781979164
1439609.7984499931,5226167.370200157,1438998.3034467557,5225708.748947729,1440221.2934532305,5226625.991452585,4514,1.1943261781979164
1315073.5015001297,4977496.677999973,1314462.0064968923,4977038.0567475455,1315684.996503367,4977955.299252401,4514,1.1943261781979164
1241373.1359500885,4969053.149499893,1240761.640946851,4968594.528247465,1241984.630953326,4969511.770752321,4514,1.1943261781979164
1897127.8407998085,5529706.838600159,1896516.345796571,5529248.217347731,1897739.335803046,5530165.4598525865,4514,1.1943261781979164
1779783.0476498604,5594046.7124500275,1779171.552646623,5593588.0911976,1780394.5426530978,5594505.333702455,4514,1.1943261781979164
1568759.4097499847,5387400.739900112,1568147.9147467474,5386942.118647684,1569370.9047532221,5387859.36115254,4514,1.1943261781979164
1694323.3139500618,6018138.780600071,1693711.8189468244,6017680.159347643,1694934.8089532992,6018597.401852499,4514,1.1943261781979164
1379027.970650196,4974907.827250004,1378416.4756469587,4974449.205997576,1379639.4656534335,4975366.448502432,4514,1.1943261781979164
1616067.122300148,5398747.019800186,1615455.6272969106,5398288.398547758,1616678.6173033854,5399205.641052614,4514,1.1943261781979164
1400433.6606998444,5217906.5216498375,1399822.165696607,5217447.90039741,1401045.1557030817,5218365.142902265,4514,1.1943261781979164
1323357.6710000038,4934015.674849987,1322746.1759967664,4933557.053597559,1323969.1660032412,4934474.296102415,4514,1.1943261781979164
1853285.6886000633,5849043.15775013,1852674.193596826,5848584.536497702,1853897.1836033007,5849501.7790025575,4514,1.1943261781979164
1340273.06524992,4949166.656199932,1339661.5702466825,4948708.034947504,1340884.5602531573,4949625.27745236,4514,1.1943261781979164
1904534.9184498787,5608708.988699913,1903923.4234466413,5608250.367447485,1905146.413453116,5609167.609952341,4514,1.1943261781979164
1315711.701499939,5106354.898700237,1315100.2064967016,5105896.277447809,1316323.1965031764,5106813.519952665,4514,1.1943261781979164
1420952.3632001877,4978559.872300148,1420340.8681969503,4978101.25104772,1421563.858203425,4979018.493552576,4514,1.1943261781979164
1811927.1151499748,5780664.9850997925,1811315.6201467374,5780206.363847365,1812538.6101532122,5781123.60635222,4514,1.1943261781979164
1470083.0540499687,5308980.400149822,1469471.5590467313,5308521.778897394,1470694.549053206,5309439.02140225,4514,1.1943261781979164
1188692.2481498718,4870394.552350044,1188080.7531466344,4869935.931097616,1189303.7431531092,4870853.173602472,4514,1.1943261781979164
1487630.9145002365,5227530.1845498085,1487019.4194969991,5227071.563297381,1488242.409503474,5227988.805802236,4514,1.1943261781979164
1699183.846399784,5680277.779500008,1698572.3513965467,5679819.15824758,1699795.3414030215,5680736.400752435,4514,1.1943261781979164
1800179.4927001,5534490.360199928,1799567.9976968626,5534031.7389475005,1800790.9877033373,5534948.981452356,4514,1.1943261781979164
1413099.9703998566,5200460.978849888,1412488.4753966192,5200002.35759746,1413711.465403094,5200919.600102316,4514,1.1943261781979164
1192779.569849968,5060656.996399879,1192168.0748467306,5060198.375147452,1193391.0648532053,5061115.617652307,4514,1.1943261781979164
1373731.4927001,4972666.45664978,1373119.9976968626,4972207.835397352,1374342.9877033373,4973125.077902208,4514,1.1943261781979164
1296113.9349498749,4976024.612549782,1295502.4399466375,4975565.991297354,1296725.4299531123,4976483.23380221,4514,1.1943261781979164
1687318.0862998962,6090620.9591498375,1686706.5912966589,6090162.33789741,1687929.5813031336,6091079.580402265,4514,1.1943261781979164
1528113.4988498688,5256260.65500021,1527502.0038466314,5255802.033747782,1528724.9938531062,5256719.276252638,4514,1.1943261781979164
2026611.3458499908,5701688.1100997925,2025999.8508467535,5701229.488847365,2027222.8408532282,5702146.73135222,4514,1.1943261781979164
1863687.7906999588,5746623.0787501335,1863076.2956967214,5746164.457497706,1864299.2857031962,5747081.700002561,4514,1.1943261781979164
1847602.2279000282,5680372.221849918,1846990.7328967908,5679913.600597491,1848213.7229032656,5680830.843102346,4514,1.1943261781979164
1113327.2682499886,4944962.718999863,1112715.7732467512,4944504.097747435,1113938.763253226,4945421.3402522905,4514,1.1943261781979164
1576706.9033498764,5255777.262199879,1576095.408346639,5255318.640947451,1577318.3983531138,5256235.8834523065,4514,1.1943261781979164
1559802.4327998161,5439104.298250198,1559190.9377965787,5438645.676997771,1560413.9278030535,5439562.919502626,4514,1.1943261781979164
1370730.6599001884,5008753.356400013,1370119.164896951,5008294.735147585,1371342.1549034258,5009211.977652441,4514,1.1943261781979164
2064429.5005497932,5789427.354050159,2063818.0055465559,5788968.732797732,2065040.9955530306,5789885.975302587,4514,1.1943261781979164
1619242.4870500565,5283716.181049824,1618630.992046819,5283257.559797396,1619853.9820532938,5284174.802302252,4514,1.1943261781979164
1894059.7704000473,5577867.715300083,1893448.27539681,5577409.094047655,1894671.2654032847,5578326.336552511,4514,1.1943261781979164
2067407.8136501312,5778658.165100098,2066796.3186468938,5778199.54384767,2068019.3086533686,5779116.786352525,4514,1.1943261781979164
1818662.4161000252,5519526.153950214,1818050.9210967878,5519067.532697787,1819273.9111032626,5519984.775202642,4514,1.1943261781979164
1241921.208849907,4854414.607250214,1241309.7138466695,4853955.985997786,1242532.7038531443,4854873.228502641,4514,1.1943261781979164
1413001.2010498047,5234926.36070013,1412389.7060465673,5234467.739447703,1413612.696053042,5235384.981952558,4514,1.1943261781979164
1310802.8036999702,5110813.12045002,1310191.3086967329,5110354.499197592,1311414.2987032076,5111271.741702448,4514,1.1943261781979164
1526891.10435009,5174717.137350082,1526279.6093468526,5174258.516097655,1527502.5993533274,5175175.75860251,4514,1.1943261781979164
1812337.401000023,5807366.676700115,1811725.9059967855,5806908.055447687,1812948.8960032603,5807825.297952543,4514,1.1943261781979164
