X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset
1612343.5258002281,5249046.09705019,986172.6424325024,4779417.9345243955,2238514.4091679538,5718674.259575984,4622324,1222.9900065775894
1316105.6265997887,4975486.187600136,689934.7432320629,4505858.025074341,1942276.5099675143,5445114.35012593,4622324,1222.9900065775894
1452558.4675498009,5263416.410250187,826387.5841820751,4793788.247724392,2078729.3509175265,5733044.572775981,4622324,1222.9900065775894
1479212.222700119,5117896.321249962,853041.3393323933,4648268.158724167,2105383.1060678447,5587524.483775756,4622324,1222.9900065775894
1516600.821899891,5202983.100550175,890429.9385321651,4733354.93802438,2142771.7052676165,5672611.263075969,4622324,1222.9900065775894
1948296.7290501595,5764765.248600006,1322125.8456824338,5295137.086074212,2574467.612417885,6234393.411125801,4622324,1222.9900065775894
1809016.0202999115,5430459.934500217,1182845.1369321859,4960831.771974423,2435186.903667637,5900088.097026012,4622324,1222.9900065775894
1555206.4892997742,5239042.019599915,929035.6059320484,4769413.85707412,2181377.3726675,5708670.182125709,4622324,1222.9900065775894
1789777.664249897,5592948.626900196,1163606.7808821714,5123320.464374402,2415948.5476176227,6062576.789425991,4622324,1222.9900065775894
1769629.4079999924,5889753.253799915,1143458.5246322667,5420125.091274121,2395800.291367718,6359381.41632571,4622324,1222.9900065775894
2018918.0935502052,5720785.186349869,1392747.2101824796,5251157.023824074,2645088.976917931,6190413.348875663,4622324,1222.9900065775894
1698800.6609501839,5451605.296750069,1072629.7775824582,4981977.134224274,2324971.5443179095,5921233.459275863,4622324,1222.9900065775894
2026080.111149788,5732494.427350044,1399909.2277820623,5262866.26482425,2652250.9945175136,6202122.589875839,4622324,1222.9900065775894
1739832.8447499275,5705927.864500046,1113661.9613822019,5236299.701974251,2366003.728117653,6175556.02702584,4622324,1222.9900065775894
1754332.3692498207,5736021.2483000755,1128161.485882095,5266393.085774281,2380503.2526175464,6205649.41082587,4622324,1222.9900065775894
1845076.5609498024,5612464.508299828,1218905.6775820768,5142836.345774033,2471247.444317528,6082092.670825622,4622324,1222.9900065775894
1670063.4818501472,6026950.226150036,1043892.5984824215,5557322.063624241,2296234.365217873,6496578.38867583,4622324,1222.9900065775894
1882202.4378499985,5517647.925899982,1256031.5544822728,5048019.763374188,2508373.321217724,5987276.088425777,4622324,1222.9900065775894
1407521.8692498207,4990180.805349827,781350.985882095,4520552.642824032,2033692.7526175464,5459808.967875621,4622324,1222.9900065775894
1730387.4923501015,6039826.038300037,1104216.6089823758,5570197.875774243,2356558.375717827,6509454.200825832,4622324,1222.9900065775894
1842188.3600502014,5520383.825749874,1216017.4766824758,5050755.66322408,2468359.243417927,5990011.988275669,4622324,1222.9900065775894
1868565.2144999504,5512124.178899765,1242394.3311322248,5042496.016373971,2494736.097867676,5981752.3414255595,4622324,1222.9900065775894
1771048.3238501549,5460289.341650009,1144877.4404824292,4990661.179124215,2397219.2072178805,5929917.504175804,4622324,1222.9900065775894
1574914.6041498184,5305765.704949856,948743.7207820927,4836137.542424061,2201085.487517544,5775393.86747565,4622324,1222.9900065775894
1977731.5254001617,5668097.056650162,1351560.642032436,5198468.894124367,2603902.4087678874,6137725.219175956,4622324,1222.9900065775894
1349759.5569000244,5033205.205800056,723588.6735322986,4563577.043274262,1975930.44026775,5502833.368325851,4622324,1222.9900065775894
