X,Y,XMin,YMin,XMax,YMax,Scale,MaxAllowableOffset,Service,Token
1704076.6558499336,6009503.643750191,1699184.6958236285,6005834.673730462,1708968.6158762388,6013172.61376992,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1936225.002649784,5701301.6279501915,1931333.042623479,5697632.657930463,1941116.9626760893,5704970.59796992,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1798636.8448500633,5825247.77974987,1793744.8848237582,5821578.809730141,1803528.8048763685,5828916.749769599,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1846739.67414999,5636966.67234993,1841847.714123685,5633297.702330201,1851631.6341762953,5640635.642369659,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1753332.4666500092,5925648.184000015,1748440.506623704,5921979.213980286,1758224.4266763143,5929317.154019744,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1884914.378950119,5668252.816500187,1880022.4189238138,5664583.846480458,1889806.3389764242,5671921.786519916,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1790654.321199894,5421804.868500233,1785762.3611735888,5418135.898480504,1795546.2812261991,5425473.838519962,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/New_Zealand_Schools/FeatureServer/0,
1260585.3299999237,5055776.445400238,1255693.3699736185,5052107.475380509,1265477.2900262289,5059445.415419967,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
1864672.5008502007,5780175.128499985,1859780.5408238955,5776506.158480256,1869564.4608765058,5783844.098519714,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
2012777.8260002136,5777933.87045002,2007885.8659739085,5774264.900430291,2017669.7860265188,5781602.840469749,36112,9.554609426377082,services.arcgis.com/XTtANUDT8Va4DLwI/arcgis/rest/services/NZ_Base_Data_Fire_Station_Locations_2008/FeatureServer/0,
